 1089 2048    1    3    2    2
  1    1
  1.0  0.30
    1     0.000     1.000     0.000
    2     0.031     1.000     0.000
    3     0.062     1.000     0.000
    4     0.094     1.000     0.000
    5     0.125     1.000     0.000
    6     0.156     1.000     0.000
    7     0.188     1.000     0.000
    8     0.219     1.000     0.000
    9     0.250     1.000     0.000
   10     0.281     1.000     0.000
   11     0.312     1.000     0.000
   12     0.344     1.000     0.000
   13     0.375     1.000     0.000
   14     0.406     1.000     0.000
   15     0.438     1.000     0.000
   16     0.469     1.000     0.000
   17     0.500     1.000     0.000
   18     0.531     1.000     0.000
   19     0.562     1.000     0.000
   20     0.594     1.000     0.000
   21     0.625     1.000     0.000
   22     0.656     1.000     0.000
   23     0.688     1.000     0.000
   24     0.719     1.000     0.000
   25     0.750     1.000     0.000
   26     0.781     1.000     0.000
   27     0.812     1.000     0.000
   28     0.844     1.000     0.000
   29     0.875     1.000     0.000
   30     0.906     1.000     0.000
   31     0.938     1.000     0.000
   32     0.969     1.000     0.000
   33     1.000     1.000     0.000
   34     0.000     0.969     0.000
   35     0.031     0.969     0.000
   36     0.062     0.969     0.000
   37     0.094     0.969     0.000
   38     0.125     0.969     0.000
   39     0.156     0.969     0.000
   40     0.188     0.969     0.000
   41     0.219     0.969     0.000
   42     0.250     0.969     0.000
   43     0.281     0.969     0.000
   44     0.312     0.969     0.000
   45     0.344     0.969     0.000
   46     0.375     0.969     0.000
   47     0.406     0.969     0.000
   48     0.438     0.969     0.000
   49     0.469     0.969     0.000
   50     0.500     0.969     0.000
   51     0.531     0.969     0.000
   52     0.562     0.969     0.000
   53     0.594     0.969     0.000
   54     0.625     0.969     0.000
   55     0.656     0.969     0.000
   56     0.688     0.969     0.000
   57     0.719     0.969     0.000
   58     0.750     0.969     0.000
   59     0.781     0.969     0.000
   60     0.812     0.969     0.000
   61     0.844     0.969     0.000
   62     0.875     0.969     0.000
   63     0.906     0.969     0.000
   64     0.938     0.969     0.000
   65     0.969     0.969     0.000
   66     1.000     0.969     0.000
   67     0.000     0.938     0.000
   68     0.031     0.938     0.000
   69     0.062     0.938     0.000
   70     0.094     0.938     0.000
   71     0.125     0.938     0.000
   72     0.156     0.938     0.000
   73     0.188     0.938     0.000
   74     0.219     0.938     0.000
   75     0.250     0.938     0.000
   76     0.281     0.938     0.000
   77     0.312     0.938     0.000
   78     0.344     0.938     0.000
   79     0.375     0.938     0.000
   80     0.406     0.938     0.000
   81     0.438     0.938     0.000
   82     0.469     0.938     0.000
   83     0.500     0.938     0.000
   84     0.531     0.938     0.000
   85     0.562     0.938     0.000
   86     0.594     0.938     0.000
   87     0.625     0.938     0.000
   88     0.656     0.938     0.000
   89     0.688     0.938     0.000
   90     0.719     0.938     0.000
   91     0.750     0.938     0.000
   92     0.781     0.938     0.000
   93     0.812     0.938     0.000
   94     0.844     0.938     0.000
   95     0.875     0.938     0.000
   96     0.906     0.938     0.000
   97     0.938     0.938     0.000
   98     0.969     0.938     0.000
   99     1.000     0.938     0.000
  100     0.000     0.906     0.000
  101     0.031     0.906     0.000
  102     0.062     0.906     0.000
  103     0.094     0.906     0.000
  104     0.125     0.906     0.000
  105     0.156     0.906     0.000
  106     0.188     0.906     0.000
  107     0.219     0.906     0.000
  108     0.250     0.906     0.000
  109     0.281     0.906     0.000
  110     0.312     0.906     0.000
  111     0.344     0.906     0.000
  112     0.375     0.906     0.000
  113     0.406     0.906     0.000
  114     0.438     0.906     0.000
  115     0.469     0.906     0.000
  116     0.500     0.906     0.000
  117     0.531     0.906     0.000
  118     0.562     0.906     0.000
  119     0.594     0.906     0.000
  120     0.625     0.906     0.000
  121     0.656     0.906     0.000
  122     0.688     0.906     0.000
  123     0.719     0.906     0.000
  124     0.750     0.906     0.000
  125     0.781     0.906     0.000
  126     0.812     0.906     0.000
